# Code generated by scripts/capture-ev-action.sh; DO NOT EDIT.
# Oracle: PostgreSQL 18.3, catalog version 202506291.
# Captured from a throwaway 'initdb --no-sync' cluster (M0131-S7).
#
# rel  <name> <oracle_oid> <goopg_oid> <rule_oid> <oracle_reltype> <goopg_reltype> <relkind> <relnatts>
# attr <name> <attnum> <attname> <atttypid> <attlen> <attnotnull> <attisdropped>
rel	pg_stat_replication	12231	12231	12234	12233	2249	v	20
attr	pg_stat_replication	1	pid	23	4	f	f
attr	pg_stat_replication	2	usesysid	26	4	f	f
attr	pg_stat_replication	3	usename	19	64	f	f
attr	pg_stat_replication	4	application_name	25	-1	f	f
attr	pg_stat_replication	5	client_addr	869	-1	f	f
attr	pg_stat_replication	6	client_hostname	25	-1	f	f
attr	pg_stat_replication	7	client_port	23	4	f	f
attr	pg_stat_replication	8	backend_start	1184	8	f	f
attr	pg_stat_replication	9	backend_xmin	28	4	f	f
attr	pg_stat_replication	10	state	25	-1	f	f
attr	pg_stat_replication	11	sent_lsn	3220	8	f	f
attr	pg_stat_replication	12	write_lsn	3220	8	f	f
attr	pg_stat_replication	13	flush_lsn	3220	8	f	f
attr	pg_stat_replication	14	replay_lsn	3220	8	f	f
attr	pg_stat_replication	15	write_lag	1186	16	f	f
attr	pg_stat_replication	16	flush_lag	1186	16	f	f
attr	pg_stat_replication	17	replay_lag	1186	16	f	f
attr	pg_stat_replication	18	sync_priority	23	4	f	f
attr	pg_stat_replication	19	sync_state	25	-1	f	f
attr	pg_stat_replication	20	reply_time	1184	8	f	f
rel	pg_stat_wal_receiver	12240	12240	12243	12242	2249	v	15
attr	pg_stat_wal_receiver	1	pid	23	4	f	f
attr	pg_stat_wal_receiver	2	status	25	-1	f	f
attr	pg_stat_wal_receiver	3	receive_start_lsn	3220	8	f	f
attr	pg_stat_wal_receiver	4	receive_start_tli	23	4	f	f
attr	pg_stat_wal_receiver	5	written_lsn	3220	8	f	f
attr	pg_stat_wal_receiver	6	flushed_lsn	3220	8	f	f
attr	pg_stat_wal_receiver	7	received_tli	23	4	f	f
attr	pg_stat_wal_receiver	8	last_msg_send_time	1184	8	f	f
attr	pg_stat_wal_receiver	9	last_msg_receipt_time	1184	8	f	f
attr	pg_stat_wal_receiver	10	latest_end_lsn	3220	8	f	f
attr	pg_stat_wal_receiver	11	latest_end_time	1184	8	f	f
attr	pg_stat_wal_receiver	12	slot_name	25	-1	f	f
attr	pg_stat_wal_receiver	13	sender_host	25	-1	f	f
attr	pg_stat_wal_receiver	14	sender_port	23	4	f	f
attr	pg_stat_wal_receiver	15	conninfo	25	-1	f	f
rel	pg_stat_recovery_prefetch	12244	12244	12247	12246	2249	v	10
attr	pg_stat_recovery_prefetch	1	stats_reset	1184	8	f	f
attr	pg_stat_recovery_prefetch	2	prefetch	20	8	f	f
attr	pg_stat_recovery_prefetch	3	hit	20	8	f	f
attr	pg_stat_recovery_prefetch	4	skip_init	20	8	f	f
attr	pg_stat_recovery_prefetch	5	skip_new	20	8	f	f
attr	pg_stat_recovery_prefetch	6	skip_fpw	20	8	f	f
attr	pg_stat_recovery_prefetch	7	skip_rep	20	8	f	f
attr	pg_stat_recovery_prefetch	8	wal_distance	23	4	f	f
attr	pg_stat_recovery_prefetch	9	block_distance	23	4	f	f
attr	pg_stat_recovery_prefetch	10	io_depth	23	4	f	f
rel	pg_stat_subscription	12248	12248	12251	12250	2249	v	11
attr	pg_stat_subscription	1	subid	26	4	f	f
attr	pg_stat_subscription	2	subname	19	64	f	f
attr	pg_stat_subscription	3	worker_type	25	-1	f	f
attr	pg_stat_subscription	4	pid	23	4	f	f
attr	pg_stat_subscription	5	leader_pid	23	4	f	f
attr	pg_stat_subscription	6	relid	26	4	f	f
attr	pg_stat_subscription	7	received_lsn	3220	8	f	f
