# Code generated by scripts/capture-ev-action.sh; DO NOT EDIT.
# Oracle: PostgreSQL 18.3, catalog version 202506291.
# Captured from a throwaway 'initdb --no-sync' cluster (M0131-S7).
#
# rel  <name> <oracle_oid> <goopg_oid> <rule_oid> <oracle_reltype> <goopg_reltype> <relkind> <relnatts>
# attr <name> <attnum> <attname> <atttypid> <attlen> <attnotnull> <attisdropped>
rel	information_schema_catalog_name	13293	13293	13296	13295	2249	v	1
attr	information_schema_catalog_name	1	catalog_name	13292	64	f	f
rel	applicable_roles	13302	13302	13305	13304	2249	v	3
attr	applicable_roles	1	grantee	13292	64	f	f
attr	applicable_roles	2	role_name	13292	64	f	f
attr	applicable_roles	3	is_grantable	13300	-1	f	f
rel	character_sets	13316	13316	13319	13318	2249	v	8
attr	character_sets	1	character_set_catalog	13292	64	f	f
attr	character_sets	2	character_set_schema	13292	64	f	f
attr	character_sets	3	character_set_name	13292	64	f	f
attr	character_sets	4	character_repertoire	13292	64	f	f
attr	character_sets	5	form_of_use	13292	64	f	f
attr	character_sets	6	default_collate_catalog	13292	64	f	f
attr	character_sets	7	default_collate_schema	13292	64	f	f
attr	character_sets	8	default_collate_name	13292	64	f	f
rel	check_constraint_routine_usage	13321	13321	13324	13323	2249	v	6
attr	check_constraint_routine_usage	1	constraint_catalog	13292	64	f	f
attr	check_constraint_routine_usage	2	constraint_schema	13292	64	f	f
attr	check_constraint_routine_usage	3	constraint_name	13292	64	f	f
attr	check_constraint_routine_usage	4	specific_catalog	13292	64	f	f
attr	check_constraint_routine_usage	5	specific_schema	13292	64	f	f
attr	check_constraint_routine_usage	6	specific_name	13292	64	f	f
rel	collations	13331	13331	13334	13333	2249	v	4
attr	collations	1	collation_catalog	13292	64	f	f
attr	collations	2	collation_schema	13292	64	f	f
attr	collations	3	collation_name	13292	64	f	f
attr	collations	4	pad_attribute	13290	-1	f	f
rel	collation_character_set_applicability	13336	13336	13339	13338	2249	v	6
attr	collation_character_set_applicability	1	collation_catalog	13292	64	f	f
attr	collation_character_set_applicability	2	collation_schema	13292	64	f	f
attr	collation_character_set_applicability	3	collation_name	13292	64	f	f
attr	collation_character_set_applicability	4	character_set_catalog	13292	64	f	f
attr	collation_character_set_applicability	5	character_set_schema	13292	64	f	f
attr	collation_character_set_applicability	6	character_set_name	13292	64	f	f
rel	column_column_usage	13341	13341	13344	13343	2249	v	5
attr	column_column_usage	1	table_catalog	13292	64	f	f
attr	column_column_usage	2	table_schema	13292	64	f	f
attr	column_column_usage	3	table_name	13292	64	f	f
attr	column_column_usage	4	column_name	13292	64	f	f
attr	column_column_usage	5	dependent_column	13292	64	f	f
rel	column_domain_usage	13346	13346	13349	13348	2249	v	7
attr	column_domain_usage	1	domain_catalog	13292	64	f	f
attr	column_domain_usage	2	domain_schema	13292	64	f	f
attr	column_domain_usage	3	domain_name	13292	64	f	f
attr	column_domain_usage	4	table_catalog	13292	64	f	f
attr	column_domain_usage	5	table_schema	13292	64	f	f
attr	column_domain_usage	6	table_name	13292	64	f	f
attr	column_domain_usage	7	column_name	13292	64	f	f
rel	column_udt_usage	13356	13356	13359	13358	2249	v	7
attr	column_udt_usage	1	udt_catalog	13292	64	f	f
attr	column_udt_usage	2	udt_schema	13292	64	f	f
attr	column_udt_usage	3	udt_name	13292	64	f	f
attr	column_udt_usage	4	table_catalog	13292	64	f	f
attr	column_udt_usage	5	table_schema	13292	64	f	f
attr	column_udt_usage	6	table_name	13292	64	f	f
attr	column_udt_usage	7	column_name	13292	64	f	f
rel	constraint_table_usage	13371	13371	13374	13373	2249	v	6
attr	constraint_table_usage	1	table_catalog	13292	64	f	f
attr	constraint_table_usage	2	table_schema	13292	64	f	f
attr	constraint_table_usage	3	table_name	13292	64	f	f
attr	constraint_table_usage	4	constraint_catalog	13292	64	f	f
attr	constraint_table_usage	5	constraint_schema	13292	64	f	f
attr	constraint_table_usage	6	constraint_name	13292	64	f	f
rel	domain_constraints	13376	13376	13379	13378	2249	v	8
attr	domain_constraints	1	constraint_catalog	13292	64	f	f
attr	domain_constraints	2	constraint_schema	13292	64	f	f
attr	domain_constraints	3	constraint_name	13292	64	f	f
attr	domain_constraints	4	domain_catalog	13292	64	f	f
attr	domain_constraints	5	domain_schema	13292	64	f	f
attr	domain_constraints	6	domain_name	13292	64	f	f
attr	domain_constraints	7	is_deferrable	13300	-1	f	f
attr	domain_constraints	8	initially_deferred	13300	-1	f	f
rel	domain_udt_usage	13381	13381	13384	13383	2249	v	6
attr	domain_udt_usage	1	udt_catalog	13292	64	f	f
attr	domain_udt_usage	2	udt_schema	13292	64	f	f
attr	domain_udt_usage	3	udt_name	13292	64	f	f
attr	domain_udt_usage	4	domain_catalog	13292	64	f	f
attr	domain_udt_usage	5	domain_schema	13292	64	f	f
attr	domain_udt_usage	6	domain_name	13292	64	f	f
rel	enabled_roles	13390	13390	13393	13392	2249	v	1
attr	enabled_roles	1	role_name	13292	64	f	f
rel	routine_column_usage	13413	13413	13416	13415	2249	v	10
attr	routine_column_usage	1	specific_catalog	13292	64	f	f
attr	routine_column_usage	2	specific_schema	13292	64	f	f
attr	routine_column_usage	3	specific_name	13292	64	f	f
attr	routine_column_usage	4	routine_catalog	13292	64	f	f
attr	routine_column_usage	5	routine_schema	13292	64	f	f
attr	routine_column_usage	6	routine_name	13292	64	f	f
attr	routine_column_usage	7	table_catalog	13292	64	f	f
attr	routine_column_usage	8	table_schema	13292	64	f	f
attr	routine_column_usage	9	table_name	13292	64	f	f
attr	routine_column_usage	10	column_name	13292	64	f	f
rel	routine_privileges	13418	13418	13421	13420	2249	v	10
attr	routine_privileges	1	grantor	13292	64	f	f
attr	routine_privileges	2	grantee	13292	64	f	f
attr	routine_privileges	3	specific_catalog	13292	64	f	f
attr	routine_privileges	4	specific_schema	13292	64	f	f
attr	routine_privileges	5	specific_name	13292	64	f	f
attr	routine_privileges	6	routine_catalog	13292	64	f	f
attr	routine_privileges	7	routine_schema	13292	64	f	f
attr	routine_privileges	8	routine_name	13292	64	f	f
attr	routine_privileges	9	privilege_type	13290	-1	f	f
attr	routine_privileges	10	is_grantable	13300	-1	f	f
rel	routine_routine_usage	13427	13427	13430	13429	2249	v	6
attr	routine_routine_usage	1	specific_catalog	13292	64	f	f
attr	routine_routine_usage	2	specific_schema	13292	64	f	f
attr	routine_routine_usage	3	specific_name	13292	64	f	f
attr	routine_routine_usage	4	routine_catalog	13292	64	f	f
attr	routine_routine_usage	5	routine_schema	13292	64	f	f
attr	routine_routine_usage	6	routine_name	13292	64	f	f
rel	routine_sequence_usage	13432	13432	13435	13434	2249	v	9
attr	routine_sequence_usage	1	specific_catalog	13292	64	f	f
attr	routine_sequence_usage	2	specific_schema	13292	64	f	f
attr	routine_sequence_usage	3	specific_name	13292	64	f	f
attr	routine_sequence_usage	4	routine_catalog	13292	64	f	f
attr	routine_sequence_usage	5	routine_schema	13292	64	f	f
attr	routine_sequence_usage	6	routine_name	13292	64	f	f
attr	routine_sequence_usage	7	sequence_catalog	13292	64	f	f
