 s_store_name1 |   s_store_id1    | d_week_seq1 |        ?column?        |      ?column?      |      ?column?      |        ?column?        |      ?column?      |        ?column?        |        ?column?        
---------------+------------------+-------------+------------------------+--------------------+--------------------+------------------------+--------------------+------------------------+------------------------
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
 able          | AAAAAAAACAAAAAAA |        5197 |     2.0607353127810670 | 1.0998257097720332 | 1.3453299853601715 | 0.90771528006396087100 | 1.0107844905890880 | 0.87555091185410334347 | 0.51975779730220825584
