Q1	nli_rewrite=0	posthoc=1	pullup=0
Q2	nli_rewrite=0	posthoc=0	pullup=0
Q3	nli_rewrite=0	posthoc=0	pullup=0
Q4	nli_rewrite=0	posthoc=0	pullup=0
Q5	nli_rewrite=0	posthoc=0	pullup=0
Q6	nli_rewrite=0	posthoc=1	pullup=0
Q7	nli_rewrite=0	posthoc=0	pullup=0
Q8	nli_rewrite=0	posthoc=0	pullup=0
Q9	nli_rewrite=0	posthoc=0	pullup=0
Q10	nli_rewrite=0	posthoc=0	pullup=1
Q11	nli_rewrite=0	posthoc=0	pullup=0
Q12	nli_rewrite=0	posthoc=0	pullup=0
Q13	nli_rewrite=0	posthoc=0	pullup=0
Q14	nli_rewrite=0	posthoc=5	pullup=0
Q15	nli_rewrite=0	posthoc=0	pullup=0
Q16	nli_rewrite=0	posthoc=0	pullup=1
Q17	nli_rewrite=0	posthoc=0	pullup=0
Q18	nli_rewrite=0	posthoc=0	pullup=0
Q19	nli_rewrite=0	posthoc=0	pullup=0
Q20	nli_rewrite=0	posthoc=0	pullup=0
Q21	nli_rewrite=0	posthoc=0	pullup=0
Q22	nli_rewrite=0	posthoc=0	pullup=0
Q23	nli_rewrite=0	posthoc=4	pullup=0
Q24	nli_rewrite=0	posthoc=0	pullup=0
Q25	nli_rewrite=0	posthoc=0	pullup=0
Q26	nli_rewrite=0	posthoc=0	pullup=0
Q27	nli_rewrite=0	posthoc=0	pullup=0
Q28	nli_rewrite=0	posthoc=0	pullup=0
Q29	nli_rewrite=0	posthoc=0	pullup=0
Q30	nli_rewrite=0	posthoc=1	pullup=0
Q31	nli_rewrite=0	posthoc=0	pullup=0
Q32	nli_rewrite=0	posthoc=1	pullup=0
Q33	nli_rewrite=0	posthoc=0	pullup=3
Q34	nli_rewrite=0	posthoc=0	pullup=0
Q35	nli_rewrite=0	posthoc=0	pullup=1
Q36	nli_rewrite=0	posthoc=0	pullup=0
Q37	nli_rewrite=0	posthoc=0	pullup=0
Q38	nli_rewrite=0	posthoc=0	pullup=0
Q39	nli_rewrite=0	posthoc=0	pullup=0
Q40	nli_rewrite=0	posthoc=0	pullup=0
Q41	nli_rewrite=0	posthoc=1	pullup=0
Q42	nli_rewrite=0	posthoc=0	pullup=0
Q43	nli_rewrite=0	posthoc=0	pullup=0
Q44	nli_rewrite=0	posthoc=0	pullup=0
Q45	nli_rewrite=0	posthoc=1	pullup=0
Q46	nli_rewrite=0	posthoc=0	pullup=0
Q47	nli_rewrite=0	posthoc=0	pullup=0
Q48	nli_rewrite=0	posthoc=0	pullup=0
Q49	nli_rewrite=0	posthoc=0	pullup=0
Q50	nli_rewrite=0	posthoc=0	pullup=0
Q51	nli_rewrite=0	posthoc=0	pullup=0
Q52	nli_rewrite=0	posthoc=0	pullup=0
Q53	nli_rewrite=0	posthoc=0	pullup=0
Q54	nli_rewrite=0	posthoc=1	pullup=0
Q55	nli_rewrite=0	posthoc=0	pullup=0
Q56	nli_rewrite=0	posthoc=0	pullup=3
Q57	nli_rewrite=0	posthoc=0	pullup=0
Q58	nli_rewrite=0	posthoc=3	pullup=3
Q59	nli_rewrite=0	posthoc=0	pullup=0
Q60	nli_rewrite=0	posthoc=0	pullup=3
Q61	nli_rewrite=0	posthoc=0	pullup=0
Q62	nli_rewrite=0	posthoc=0	pullup=0
Q63	nli_rewrite=0	posthoc=0	pullup=0
Q64	nli_rewrite=0	posthoc=0	pullup=0
Q65	nli_rewrite=0	posthoc=0	pullup=0
Q66	nli_rewrite=0	posthoc=0	pullup=0
Q67	nli_rewrite=0	posthoc=0	pullup=0
Q68	nli_rewrite=0	posthoc=0	pullup=0
Q69	nli_rewrite=0	posthoc=0	pullup=1
Q70	nli_rewrite=0	posthoc=0	pullup=0
Q71	nli_rewrite=0	posthoc=0	pullup=0
Q72	nli_rewrite=0	posthoc=0	pullup=0
Q73	nli_rewrite=0	posthoc=0	pullup=0
Q74	nli_rewrite=0	posthoc=0	pullup=0
Q75	nli_rewrite=0	posthoc=0	pullup=0
Q76	nli_rewrite=0	posthoc=0	pullup=0
Q77	nli_rewrite=0	posthoc=0	pullup=0
Q78	nli_rewrite=0	posthoc=0	pullup=0
Q79	nli_rewrite=0	posthoc=0	pullup=0
Q80	nli_rewrite=0	posthoc=0	pullup=0
Q81	nli_rewrite=0	posthoc=1	pullup=0
Q82	nli_rewrite=0	posthoc=0	pullup=0
Q83	nli_rewrite=0	posthoc=0	pullup=6
Q84	nli_rewrite=0	posthoc=0	pullup=0
Q85	nli_rewrite=0	posthoc=0	pullup=0
Q86	nli_rewrite=0	posthoc=0	pullup=0
Q87	nli_rewrite=0	posthoc=0	pullup=0
Q88	nli_rewrite=0	posthoc=0	pullup=0
Q89	nli_rewrite=0	posthoc=0	pullup=0
Q90	nli_rewrite=0	posthoc=0	pullup=0
Q91	nli_rewrite=0	posthoc=0	pullup=0
Q92	nli_rewrite=0	posthoc=1	pullup=0
Q93	nli_rewrite=0	posthoc=0	pullup=0
Q94	nli_rewrite=0	posthoc=0	pullup=1
Q95	nli_rewrite=0	posthoc=1	pullup=0
Q96	nli_rewrite=0	posthoc=0	pullup=0
Q97	nli_rewrite=0	posthoc=0	pullup=0
Q98	nli_rewrite=0	posthoc=0	pullup=0
Q99	nli_rewrite=0	posthoc=0	pullup=0
